39	0
2	2
152	0
153	2
22	1
154	91
155	10
11	0
105	2
156	13
62	0
107	1
96	0
0	25
89	2
0	1
31	17
69	13
157	0
89	3
158	19
159	79
160	2
65	28
26	1
161	13
162	1
10	0
19	79
4	23
2	0
163	2
164	13
39	2
63	10
106	10
2	10
165	2
36	1
166	0
3	28
66	24
167	31
168	48
119	163
12	0
169	1
20	36
94	2
98	43
12	3
170	13
171	1
172	0
14	0
2	0
173	13
111	0
174	19
175	2
111	1
176	2
5	1
6	13
69	1
177	3
10	0
178	2
161	0
106	0
8	3
96	2
179	37
16	1
180	2
181	144
27	111
182	0
83	0
115	3
183	144
167	1
184	7
42	24
185	95
186	0
187	0
2	24
116	28
0	49
188	24
106	28
2	1
189	2
190	13
191	2
192	19
193	1
194	36
120	1
1	0
39	2
2	0
92	45
195	190
159	43
156	0
196	13
197	13
198	2
135	93
181	13
199	0
28	41
16	1
83	13
137	66
200	2
201	32
202	1
203	0
0	132
135	3
39	24
204	17
205	1
206	13
127	101
207	24
147	18
16	10
52	79
208	82
209	2
210	17
135	44
211	31
212	0
213	17
214	0
215	24
64	0
162	23
216	2
217	0
3	54
16	30
218	13
16	24
107	17
202	1
219	13
162	4
220	1
221	104
161	1
127	2
222	0
223	44
224	219
76	0
154	79
213	2
225	30
226	1
227	13
228	24
52	24
197	24
229	17
197	0
230	30
231	4
232	2
233	13
193	0
234	233
77	140
10	0
1	137
127	0
32	1
135	115
16	3
235	24
236	17
237	2
238	2
21	2
157	10
211	2
231	0
58	2
102	3
171	1
154	28
239	10
240	28
241	26
12	0
242	190
5	0
243	52
244	1
245	73
246	216
27	13
218	0
247	1
1	13
248	1
76	36
249	0
250	33
248	1
251	0
164	89
227	21
10	79
252	2
86	23
1	2
253	1
254	10
75	40
14	10
255	0
256	0
257	0
258	1
27	43
259	2
260	2
196	24
76	2
261	2
10	191
262	23
6	2
263	24
249	15
64	13
264	0
92	13
265	49
266	13
6	77
267	0
39	3
182	23
268	2
269	0
270	13
146	0
252	36
135	253
18	0
271	0
243	0
272	0
273	24
274	0
275	16
276	1
277	33
27	21
58	181
5	1
178	28
278	2
279	28
209	24
280	10
281	36
225	2
282	2
64	2
283	36
284	0
162	45
25	75
12	24
285	24
286	2
287	2
42	101
288	2
178	10
289	238
290	13
291	3
292	2
50	0
293	24
28	0
294	10
295	40
95	2
296	24
74	0
0	183
297	60
298	43
12	157
76	0
0	66
299	1
36	15
300	23
301	2
150	1
302	36
1	1
283	66
12	58
303	285
304	44
295	43
305	40
306	13
8	2
307	2
34	27
277	1
308	210
39	132
309	289
310	2
311	2
312	59
313	43
0	13
314	102
215	0
315	0
139	66
316	3
317	79
318	1
142	0
319	2
26	216
130	143
320	24
210	0
84	2
321	1
322	13
16	0
323	2
208	0
324	69
105	24
128	2
4	28
142	1
325	191
234	2
10	27
147	36
154	0
326	41
156	1
327	43
328	30
3	2
329	1
330	95
331	0
332	66
80	1
333	2
12	311
334	73
121	0
234	0
335	43
336	0
337	1
338	13
218	23
289	17
5	2
339	0
340	2
76	2
35	301
137	2
341	1
76	0
178	0
229	1
342	36
343	1
344	36
345	13
346	77
347	2
276	43
140	1
75	24
77	2
348	36
39	49
349	0
57	2
164	2
350	25
351	1
52	2
270	224
39	36
110	181
352	171
64	191
69	257
353	1
354	9
355	113
356	2
39	66
2	13
357	2
358	1
359	13
360	304
361	1
362	296
3	0
363	1
309	1
15	164
175	1
31	30
17	1
132	0
181	1
24	36
304	28
164	143
26	23
364	0
156	13
365	13
366	0
64	0
367	28
76	36
283	0
368	2
1	3
369	4
370	367
371	13
372	2
5	13
35	101
295	3
26	362
373	10
374	23
5	24
375	66
376	17
377	48
324	2
130	28
75	13
20	73
378	40
177	13
135	111
379	2
380	264
135	3
381	95
382	1
383	216
95	24
384	1
353	1
372	30
264	2
182	16
119	1
46	206
385	2
386	1
387	19
388	123
70	77
389	13
390	21
391	13
34	1
392	0
207	13
4	1
393	0
394	32
395	2
396	66
99	1
397	2
10	0
10	10
398	1
60	13
211	17
399	231
66	144
5	141
162	3
400	0
401	13
402	2
261	13
284	2
135	1
403	0
311	1
130	366
404	2
405	13
318	1
406	113
340	4
407	1
408	13
170	13
61	40
409	0
410	28
411	191
412	1
413	1
414	41
415	2
416	0
417	293
418	91
61	2
419	2
89	157
420	10
421	0
422	1
423	13
293	2
178	19
424	1
425	13
426	13
145	0
1	13
427	1
139	1
330	1
287	92
428	36
429	3
430	9
60	3
431	2
432	25
106	13
433	311
434	1
435	0
110	136
69	0
225	245
0	36
362	0
304	10
26	123
436	9
255	1
437	1
229	36
1	24
438	1
330	1
439	1
440	0
441	37
229	1
442	36
443	25
444	17
445	2
104	1
446	2
447	1
226	426
448	2
10	1
449	1
450	45
451	349
452	206
133	0
10	17
135	24
453	0
109	13
454	2
455	13
456	141
457	146
32	2
458	24
444	143
459	10
460	13
408	9
461	1
462	24
463	206
154	0
135	2
215	15
464	77
465	1
109	10
466	1
467	17
468	28
368	0
469	13
470	1
471	0
472	13
0	13
342	366
473	132
474	245
475	2
66	1
476	28
477	111
395	3
77	2
478	391
479	143
451	2
480	13
0	399
471	0
35	206
481	2
310	2
69	55
90	66
482	2
483	24
484	1
485	2
75	0
2	2
34	123
486	1
487	1
225	2
488	1
355	10
33	95
489	296
490	17
491	2
10	10
0	433
492	1
493	2
130	13
148	2
135	438
494	13
323	0
495	2
39	0
295	19
105	42
496	247
1	477
497	1
127	1
498	3
499	1
500	10
501	2
502	0
2	163
241	36
229	33
503	368
504	40
451	2
505	1
506	13
507	15
39	13
508	15
50	31
5	0
76	2
